DATASET,MODEL,TRIAL,TRAIN_ACC,TRAIN_PREC,TRAIN_REC,TRAIN_SPEC,TRAIN_F1,TRAIN_ROC,TEST_ACC,TEST_PREC,TEST_REC,TEST_SPEC,TEST_F1,TEST_ROC
CHESS,PERC,avg,0.6278,0.5954423520000001,0.571934122,0.48906268399999997,0.667875478,0.627334231,0.610136045,0.5802422429999999,0.560967077,0.478500186,0.653467128,0.610705953
CHESS,KNN,1,0.6648,0.648301887,0.6900893579999999,0.6327817179999999,0.67084394,0.66529419,0.626112366,0.6199271270000001,0.6674625279999999,0.5976858620000001,0.641657551,0.62607466
CHESS,KNN,2,0.664,0.6613501479999999,0.705504219,0.74950219,0.67642527,0.664181819,0.625846726,0.610572687,0.665335463,0.596474954,0.639539347,0.625935688
CHESS,KNN,3,0.66,0.645749726,0.722689076,0.611755298,0.675572519,0.660019306,0.624053659,0.610863543,0.702879232,0.5723928,0.641822208,0.624239589
CHESS,KNN,4,0.6648,0.649013879,0.734833266,0.6786140979999999,0.679042138,0.665024075,0.628303892,0.610831087,0.719914803,0.58812616,0.658027621,0.6284619929999999
CHESS,KNN,5,0.6566,0.64288153,0.76468285,1.0,0.686850264,0.6548189520000001,0.6273077429999999,0.6053749860000001,0.739223849,0.581526738,0.652593785,0.628174977
CHESS,KNN,6,0.6686,0.6616052060000001,0.7487015579999999,0.62515018,0.6897562759999999,0.668511923,0.62923363,0.610261238,0.73126167,0.5619047620000001,0.66343591,0.629592389
CHESS,KNN,7,0.6674,0.6874292190000001,0.741961415,0.751592357,0.6856081709999999,0.667708184,0.630694647,0.61418902,0.713296952,0.59231279,0.657062285,0.630819855
CHESS,KNN,avg,0.663742857,0.656618799,0.729780249,0.7213422629999999,0.680585511,0.663651207,0.627364666,0.611717098,0.705624928,0.584346295,0.650591244,0.627614164
CHESS,RF,1,0.9922,0.992288961,0.997156783,0.97714736,0.998172589,0.992213401,0.6615752420000001,0.657495133,0.668523677,0.65075143,0.665749115,0.663151726
CHESS,RF,2,0.9788,0.9741035859999999,0.997187626,0.973317403,0.9789873920000001,0.9790233540000001,0.661442423,0.656673989,0.673056443,0.648953088,0.66627343,0.663660574
CHESS,RF,3,0.9634,0.95952381,0.967186875,0.963214714,0.96086262,0.962401594,0.661840882,0.654129606,0.685417222,0.640682901,0.669750472,0.661254828
CHESS,RF,4,0.9590000000000001,0.95394998,0.968260346,1.0,0.961215514,0.9608203609999999,0.661641652,0.648781688,0.7006123540000001,0.626557116,0.676643643,0.6627221520000001
CHESS,RF,5,1.0,1.0,0.9596711040000001,1.0,0.949119752,1.0,0.664696507,0.6467631189999999,0.723915671,0.620943371,0.6834126229999999,0.666225049
CHESS,RF,6,0.998,0.996807662,0.957251298,0.996395675,0.946036766,0.9973987959999999,0.666489574,0.65491721,0.7032542009999999,0.637698413,0.6796078940000001,0.665959265
CHESS,RF,7,0.945,0.944178628,0.963424437,0.968949045,0.9595514620000001,0.948025683,0.661043963,0.652003539,0.684546786,0.636845593,0.667057444,0.65863197
CHESS,RF,avg,0.9766285709999999,0.9744075179999999,0.972876924,0.9827177420000001,0.964849442,0.97712617,0.662675749,0.652966326,0.691332336,0.6374902729999999,0.6726420890000001,0.663086509
CHESS,SVM,1,0.6738,0.686584651,0.72623883,1.0,0.6772214529999999,0.6741168679999999,0.667884181,0.7026255709999999,0.681522748,1.0,0.676163958,0.6678514
CHESS,SVM,2,0.6826,0.682364248,0.7340297309999999,1.0,0.6822822820000001,0.682608815,0.6650949660000001,0.665724604,0.6838391909999999,1.0,0.666842835,0.665110203
CHESS,SVM,3,0.6758,0.806094183,0.704281713,1.0,0.6846916940000001,0.675811388,0.663301899,0.786252354,0.69941349,1.0,0.674248265,0.663430938
CHESS,SVM,4,0.6804,0.6808681670000001,0.7886701490000001,1.0,0.6968892259999999,0.6806525370000001,0.663766768,0.652565257,0.767705005,1.0,0.68640446,0.6639331479999999
CHESS,SVM,5,0.6808,0.662703804,1.0,0.992641047,0.7097126229999999,0.678965418,0.663434719,0.637371521,1.0,0.618052818,0.6853346579999999,0.664271516
CHESS,SVM,6,0.6768,0.673076923,1.0,0.9991990390000001,0.722974131,0.6767304140000001,0.664032408,0.652941176,1.0,0.697883598,0.695127505,0.664256677
CHESS,SVM,7,0.7154,0.712248322,0.7126205790000001,1.0,0.721253673,0.715517286,0.653805286,0.663002644,0.699188074,1.0,0.6630034260000001,0.653866243
CHESS,SVM,avg,0.683657143,0.7005629,0.809405857,0.998834298,0.699289297,0.6834861040000001,0.6630457470000001,0.680069018,0.790238358,0.902276631,0.67816073,0.663245732
