DATASET,MODEL,TRIAL,TRAIN_ACC,TRAIN_PREC,TRAIN_REC,TRAIN_SPEC,TRAIN_F1,TRAIN_ROC,TEST_ACC,TEST_PREC,TEST_REC,TEST_SPEC,TEST_F1,TEST_ROC
AIRBNB,KNN,2,0.8358,0.8384769539078156,0.8599677158999193,0.8402061855670103,0.8364867556263691,0.8359016922270459,0.8280669780157194,0.8226772780112671,0.8571428571428571,0.8193166287015945,0.8311897465721252,0.8280690959122801
AIRBNB,KNN,3,0.8270000000000001,0.8193010325655282,0.8493262556145366,0.8216385731085849,0.8225519287833828,0.8273075723192963,0.824900330333751,0.8143034165338998,0.8504141257850186,0.8085853747548013,0.8256317370560171,0.8248746584057208
AIRBNB,KNN,4,0.8336,0.8320549051271701,0.8429551877270892,0.8331351565596512,0.8320549051271701,0.8335859147118212,0.8283403576717165,0.8312721254195209,0.8260730884899298,0.8322930429632329,0.8275625328969951,0.8283400532531158
AIRBNB,KNN,5,0.847,0.8403792967206638,0.8665594855305466,0.8495222929936306,0.8475791990436342,0.8470377557498925,0.8305273949196947,0.8248767368892873,0.8660588101208115,0.8204918032786885,0.8318680076844841,0.8305322056016639
AIRBNB,KNN,6,0.8474,0.8374950455806579,0.8713641950020483,0.8397811645173896,0.847613341322149,0.8479052893299452,0.8275202187037248,0.8217190097497417,0.8565644618324083,0.8189202756354675,0.8306226090069131,0.8274934712060124
AIRBNB,KNN,7,0.8448,0.8547934215804252,0.8642024909602251,0.8558343289526085,0.8407668231611892,0.8418840588753798,0.8277480350837225,0.8263440120995462,0.8489559587854473,0.8274668730932107,0.8286775897573642,0.8280938144585139
AIRBNB,KNN,avg,0.8391142857142857,0.8395143334198362,0.8588954203950067,0.8448115600128112,0.8380082754554675,0.8388484626229236,0.8275430003417246,0.8237828178046975,0.8495457899592893,0.8209768566838328,0.8291298464516034,0.8275860070177273
AIRBNB,RF,1,0.9128,0.909200482121334,0.9063383124747678,0.9290527150217994,0.9140326152607208,0.913211054183626,0.8314614420776854,0.8301312622064768,0.8338649412193566,0.8323386031254272,0.8319442546796009,0.8313932224938555
AIRBNB,RF,2,0.9390000000000001,0.941010101010101,0.8910411622276029,0.9881046788263284,0.9406300484652664,0.9401936085930496,0.8339902038956601,0.8254186841988361,0.8528138528138528,0.8189521640091116,0.8364731801627625,0.8334222281734571
AIRBNB,RF,3,0.8888,0.8860759493670886,0.8873009391588403,0.8906311250490004,0.885755160433272,0.8893743620345044,0.8342863651896572,0.8300791794133525,0.8403567852917084,0.8269239541991698,0.8352140385789556,0.8338925360392181
AIRBNB,RF,4,0.9228,0.9287469287469288,0.9899071457408156,0.929845422116528,0.9237649928847326,0.9241328586051524,0.8319854197516802,0.8379182156133829,0.8213341839059509,0.8403571916716024,0.8305965686950922,0.8313924689014525
AIRBNB,RF,5,0.9904,0.9613837489943684,0.8987138263665595,0.9629777070063694,0.989748743718593,0.9912017172875662,0.8341952386376581,0.8290812895126216,0.847458399817643,0.8281876138433516,0.8366299703867803,0.8345875720324538
AIRBNB,RF,6,0.9378,0.9349427168576104,0.9070053256861942,0.9366940211019928,0.9001013171225936,0.9012423559425656,0.8308919011276911,0.8257460345909131,0.8410517696296971,0.8221603614292885,0.8327888060205944,0.8305582508372172
AIRBNB,RF,7,0.8936,0.8919567827130852,0.9164323021293692,0.9625647152528872,0.8940516723412778,0.8930111286954516,0.8335573527736644,0.8335991978487762,0.8325430837968449,0.83511679796002,0.8334930412959158,0.8335117265062923
AIRBNB,RF,avg,0.9264571428571428,0.921902387115788,0.9138198591120212,0.9428386263392724,0.9211549357466364,0.9217667264774164,0.8329097033505278,0.8302819804834798,0.8384890023535793,0.8291480980339959,0.8338771228313859,0.8326797149977068
AIRBNB,SVM,1,0.8462,0.8868666994589277,0.8490109002826,1.0,0.8475114019432877,0.8463507551279139,0.824695295591753,0.8666028492595304,0.8385127130228743,1.0,0.8268490808037623,0.8246961495708943
AIRBNB,SVM,2,0.8390000000000001,0.8565478944932902,0.8535108958837773,1.0,0.8401191658391262,0.8391265819625072,0.8283859209477161,0.8525064436378939,0.8446570972886762,1.0,0.8311175877143818,0.8283877741568666
AIRBNB,SVM,3,0.8370000000000001,1.0,0.8587178440179665,1.0,0.8376817367058355,0.8374341866111001,0.8269278961157307,0.7722222222222223,0.8484117593519614,0.9990876328634642,0.8307376957868235,0.8269019245644438
AIRBNB,SVM,4,0.8202,0.8775818639798488,0.8441663302381913,1.0,0.82071400549235,0.8205062476488009,0.8218931541177811,0.8758254716981132,0.8390139433154106,1.0,0.8235294117647057,0.8226453070124446
AIRBNB,SVM,5,0.8314,0.8600281822451855,0.9216237942122186,1.0,0.8356404757262623,0.8315429987506912,0.8290238068117097,0.8614487117160914,0.9278778208342832,1.0,0.83375052610593,0.8290402686277514
AIRBNB,SVM,6,0.8376,0.8658614113159567,0.8693158541581321,1.0,0.8393987341772153,0.8383312369657405,0.8225310399817747,0.8812805053115129,0.8446001273769448,1.0,0.8265883086238367,0.8224962942365491
AIRBNB,SVM,7,0.8366,0.8808612440191388,0.9859381277621536,1.0,0.8392681487310644,0.8366892383036535,0.8253103998177469,0.8694034058869967,0.982264976748427,1.0,0.8276001618777822,0.8253188817064886
AIRBNB,SVM,avg,0.8354285714285714,0.8896781850731925,0.8831833923650058,1.0,0.8371905240878773,0.8357116064814866,0.8255382161977447,0.8541842299617659,0.8750483482769396,0.9998696618376376,0.8285961103824603,0.8256409428393482
